id,question,category
train_0908,"Trong video, loại biển báo xuất hiện ở làn đường bên phải bao gồm những loại nào sau đây?","biển báo, làn đường"
train_0909,Cụm biển báo cấm trong video thể hiện nội dung nào sau đây?,biển báo
train_0910,Cụm biển báo cấm xuất hiện ở đầu video thể hiện điều gì đối với người lái xe?,biển báo
train_0911,"Tại nút giao trong video, biển báo cấm quay đầu có hiệu lực trong khung giờ nào?",biển báo
train_0912,"Trên làn đường mà các phương tiện đang di chuyển trong video, xuất hiện những loại biển báo nào?","biển báo, làn đường"
train_0913,"Ở làn đường ô tô đang di chuyển trong video, có những biển báo nào xuất hiện?","biển báo, làn đường"
train_0914,"Trong video, các loại biển báo xuất hiện gồm những loại nào?",biển báo
train_0915,Cụm biển báo nguy hiểm trong video yêu cầu phương tiện thực hiện điều gì?,biển báo
train_0916,Cụm biển báo cấm xuất hiện trong video yêu cầu phương tiện tuân thủ những hướng nào?,biển báo
train_0917,Cụm biển báo cấm trong video thể hiện điều gì?,biển báo
train_0918,Cụm biển báo cấm xuất hiện trong video yêu cầu phương tiện thực hiện những gì?,biển báo
train_0919,Loại biển báo nào xuất hiện trong video?,biển báo
train_0920,Biển báo nào sau đây xuất hiện trong video?,biển báo
train_0921,"Trong video, loại biển báo xuất hiện gồm những loại nào?",biển báo
train_0922,Có bao nhiêu loại biển báo xuất hiện trong video?,biển báo
train_0923,Biển báo nào xuất hiện cuối cùng trong video?,biển báo
train_0924,Có bao nhiêu loại biển báo xuất hiện trong video?,biển báo
train_0925,Biển báo cấm xuất hiện trong video có ý nghĩa gì?,biển báo
train_0926,Biển báo cấm nào xuất hiện trong video?,biển báo
train_0927,Hướng đi nào được chỉ dẫn trong video?,biển báo
train_0928,Có bao nhiêu biển cấm xuất hiện trong video?,biển báo
train_0929,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_0930,Phương tiện nào bị cấm theo biển báo cấm trong video?,biển báo
train_0931,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_0932,Chiều cao an toàn để các phương tiện lưu thông trên đoạn đường này là bao nhiêu?,làn đường
train_0933,"Trong video, có bao nhiêu biển báo cấm đi ngược chiều xuất hiện?",biển báo
train_0934,Biển hiệu lệnh ở cuối video yêu cầu phương tiện đi về phía nào?,biển báo
train_0935,Biển chỉ dẫn trong video cho phép phương tiện lưu thông bên nào?,biển báo
train_0936,Xe khách bị cấm lưu thông trong khung giờ nào theo biển báo trong video?,biển báo
train_0937,Biển báo nào xuất hiện trong video?,biển báo
train_0938,Biển cấm nào xuất hiện trong video?,biển báo
train_0939,"Câu hỏi thêm: Trên dải phân cách trong video, có bao nhiêu loại biển báo xuất hiện?","biển báo, làn đường"
train_0940,Biển cấm nào xuất hiện đầu tiên bên tay phải trong video?,biển báo
train_0941,"Ngoài biển cấm đi ngược chiều, biển cấm nào sau đây cũng xuất hiện trong video?",biển báo
train_0942,Có bao nhiêu biển cấm xuất hiện trong video?,biển báo
train_0943,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_0944,Những biển báo nào xuất hiện trong video?,biển báo
train_0945,"Trong video, biển báo nào xuất hiện nhiều lần nhất?",biển báo
train_0946,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_0947,Những biển báo nào xuất hiện trong video?,biển báo
train_0948,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_0949,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_0950,Biển cấm nào xuất hiện trong video?,biển báo
train_0951,Biển chỉ dẫn trong video cho phép phương tiện đi theo hướng nào?,biển báo
train_0952,Biển cấm nào xuất hiện trong video?,biển báo
train_0953,"Theo biển chỉ dẫn trong video, người điều khiển phương tiện dưới cầu được phép đi theo hướng nào?",biển báo
train_0954,Biển báo nào xuất hiện đầu tiên trên cầu trong video?,biển báo
train_0955,Biển cảnh báo trong video yêu cầu chú ý điều gì phía trước?,biển báo
train_0956,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_0957,"Theo biển chỉ dẫn trong video, xe khách được phép di chuyển ở làn đường nào?","biển báo, làn đường"
train_0958,Biển báo tam giác đầu tiên trong video thể hiện điều gì?,biển báo
train_0959,Loại phương tiện nào không quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0960,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0961,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0962,Làn trong cùng bên phải cấm loại phương tiện nào lưu thông?,"biển báo, làn đường"
train_0963,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0964,Làn trong cùng bên phải cấm loại phương tiện nào lưu thông?,"biển báo, làn đường"
train_0965,2 biển báo trong video là gì?,biển báo
train_0966,2 biển báo trong video thuộc nhóm biển báo gì?,biển báo
train_0967,2 biển báo xuất hiện đầu tiên trong video thuộc nhóm biển báo gì?,biển báo
train_0968,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0969,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0970,Loại phương tiện nào quy định tốc độ tối đa 40 km/h?,biển báo
train_0971,Biển báo xuất hiện đầu tiên trong video là gì?,biển báo
train_0972,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0973,Biển tam giác bên phải là gì?,biển báo
train_0974,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0975,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0976,Biển báo tam giác bên phải là gì?,biển báo
train_0977,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_0978,Loại biển báo nào không xuất hiện trong video?,biển báo
train_0979,Biển báo tam giác bên phải là gì?,biển báo
train_0980,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0981,Loại biển báo nào không xuất hiện trong video?,biển báo
train_0982,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0983,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0984,Loại phương tiện nào quy định cấm lưu thông ở 2 làn bên trái?,"biển báo, làn đường"
train_0985,Biển tam giác bên phải là gì?,biển báo
train_0986,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0987,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0988,Biển cấm đầu tiên bên trái cho làn bên phải là gì?,"biển báo, làn đường"
train_0989,Biển tam giác là gì?,biển báo
train_0990,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0991,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0992,Loại biển báo nào không xuất hiện trong video?,biển báo
train_0993,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0994,Biển báo tam giác bên phải là gì?,biển báo
train_0995,Biển tam giác là gì?,biển báo
train_0996,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0997,Những loại biển báo nào xuất hiện trong video?,biển báo
train_0998,Biển tròn trong video là gì?,biển báo
train_0999,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1000,Quy định khoảng cách an toàn giữa 2 xe là bao nhiêu?,biển báo
train_1001,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1002,Quy định thời gian dừng xe khi vào trạm thu phí?,biển báo
train_1003,Biển cấm trong video cấm điều gì?,biển báo
train_1004,Có bao nhiêu biển cảnh báo xuất hiện trong video?,biển báo
train_1005,Biển báo tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_1006,Khoảng cách tối thiểu giữa hai phương tiện ở làn bên trái video là bao nhiêu?,"biển báo, làn đường"
train_1007,Chiều cao tối đa cho phép theo biển báo trong video là bao nhiêu?,biển báo
train_1008,Có bao nhiêu loại phương tiện bị cấm theo biển báo trong video?,biển báo
train_1009,Những biển cấm nào xuất hiện trong video?,biển báo
train_1010,"Theo biển chỉ dẫn trong video, rẽ phải sẽ dẫn đến đâu?",biển báo
train_1011,Biển cấm nào xuất hiện thứ hai trong video?,biển báo
train_1012,Biển cấm nào xuất hiện đầu tiên trong video?,biển báo
train_1013,Biển cấm nào xuất hiện đầu tiên bên tay trái trong video?,biển báo
train_1014,Những biển cấm nào xuất hiện trong video?,biển báo
train_1015,Biển cấm nào xuất hiện bên phải trong video?,biển báo
train_1016,Biển cấm nào xuất hiện bên trái trong video?,biển báo
train_1017,Tốc độ tối đa cho phép theo biển báo trong video là bao nhiêu?,biển báo
train_1018,Những biển cấm nào xuất hiện trong video?,biển báo
train_1019,Những biển báo nào xuất hiện trong video?,biển báo
train_1020,"Biển báo nào xuất hiện đầu tiên bên phải, ở phía dưới trong video?",biển báo
train_1021,Có bao nhiêu biển báo cấm xuất hiện trong video?,biển báo
train_1022,Tốc độ giới hạn tối đa được phép trong video là bao nhiêu?,biển báo
train_1023,Những biển cấm nào xuất hiện trong video?,biển báo
train_1024,Biển báo nào xuất hiện cuối cùng trong video?,biển báo
train_1025,Các biển báo trong video thuộc các nhóm biển báo nào?,biển báo
train_1026,Trong video có bao nhiêu nhóm biển báo khác nhau?,biển báo
train_1027,Trong video có bao nhiêu nhóm biển báo khác nhau?,biển báo
train_1028,"Trong video, nếu xe tiếp tục đi theo làn đang chạy thì sẽ đến những điểm nào?",làn đường
train_1029,Nội dung 2 biển cấm trong video là gì?,biển báo
train_1030,Có những nhóm biển báo nào xuất hiện trong video?,biển báo
train_1031,Giới hạn tốc độ cho xe khách và xe con trên tuyến đường trong video là bao nhiêu?,"biển báo, làn đường"
train_1032,Những biển báo cấm xuất hiện trong video gồm những biển báo nào?,biển báo
train_1033,Giới hạn tốc độ cho xe tải và xe sơ-mi rơ-mooc trên tuyến đường trong video là bao nhiêu?,"biển báo, làn đường"
train_1034,"Tại làn đường ngoài cùng bên phải trong video, không cho phép những phương tiện nào di chuyển?","biển báo, làn đường"
train_1035,Biển báo xuất hiện trong video có ý nghĩa gì?,biển báo
train_1036,Biển cảnh báo trong video cảnh báo cho người tham gia giao thông điều gì?,biển báo
train_1037,Các loại biển báo xuất hiện trong video gồm những loại nào?,biển báo
train_1038,Làn đường phương tiện đang di chuyển trong video có giới hạn tốc độ là bao nhiêu?,"biển báo, làn đường"
train_1039,Trên làn đường phương tiện đang di chuyển trong video có những quy định nào?,"biển báo, làn đường"
train_1040,"Theo thông tin giao thông trên làn đường phương tiện đang di chuyển trong video, tại nút giao phương tiện có thể di chuyển các hướng nào? (Chọn đáp án đầy đủ nhất)","biển báo, làn đường"
train_1041,"Tại nút giao trong video, nếu muốn đi đến khu hành chính Thành phố Thủ Đức thì đi hướng nào?",biển báo
train_1042,"Trong video, các nhóm biển báo nào xuất hiện ở dải phân cách cứng bên trái màn hình?","biển báo, làn đường"
train_1043,"Trong video, khi đèn xanh, phương tiên không được di chuyển theo hướng nào?","biển báo, đèn giao thông"
train_1044,Các vạch kẻ đường trên tuyến đường phương tiện đang di chuyển trong video có ý nghĩa gì?,"biển báo, làn đường"
train_1045,"Ở làn xe máy đang chạy trong video, cấm những phương tiện nào lưu thông?","biển báo, làn đường"
train_1046,"Trong video, những biển báo nào xuất hiện?",biển báo
train_1047,Biển báo xuất hiện đầu tiên trong video có ý nghĩa gì?,biển báo
train_1048,"Trong video, làn đường bên phải dải phân cách giới hạn tốc độ cho loại xe nào?","biển báo, làn đường"
train_1049,Giới hạn tốc độ tại làn đường hiện tại phương tiện đang di chuyển trong video là bao nhiêu?,"biển báo, làn đường"
train_1050,"Trong video, những biển báo nào sâu đây đã xuất hiện?",biển báo
train_1051,Biển cảnh báo xuất hiện trong video cảnh báo người tham gia giao thông điều gì?,biển báo
train_1052,"Trong video, khi đi thẳng, phương tiện sẽ đi vào đường nào sau đây?",làn đường
train_1053,"Tại ngã tư trong video, phương tiện có thể di chuyển theo những hướng nào?",biển báo
train_1054,Phương tiện nào không được lưu thông ở làn bên trái dải phân cách trong video?,làn đường
train_1055,"Tại ngã tư trong video, phương tiện có thể di chuyển theo những hướng nào?",biển báo
train_1056,"Tại làn bên trái dải phân cách, phương tiện nào bị giới hạn tốc độ tối đa là 60 km/h?","biển báo, làn đường"
train_1057,"Trên tuyến đường đang di chuyển trong video, các biển báo cấm xuất hiện gồm những loại nào?","biển báo, làn đường"
train_1058,Biển báo nào xuất hiện trong video?,biển báo
train_1059,"Trong video, làn đường bên trái dải phân cách giới hạn tốc độ cho loại xe nào?","biển báo, làn đường"
train_1060,"Trong video, làn đường bên trái dài phân cách cấm loại xe nào lưu thông?","biển báo, làn đường"
train_1061,"Trên tuyến đường đang chạy, có những cảnh báo nguy hiểm nào cho người phương tiện đang lưu thông?",làn đường
train_1062,"Ở làn đường bên phải dải phân cách, biển báo cấm trong video giới hạn chiều cao các phương tiện lưu thông bao nhiêu?","biển báo, làn đường"
train_1063,Những biển báo cấm xuất hiện trong video gồm những loại nào?,biển báo
train_1064,"Ở cuối video, phương tiện có được chuyển làn không?",làn đường
train_1065,Ý nghĩa của các loại vạch kẻ trong video là gì?,làn đường
train_1066,Loại biển báo nào sau đây không xuất hiện trong video?,biển báo
train_1067,Biển chỉ dẫn trong video chỉ dẫn điều gì?,biển báo
train_1068,Các biển báo nguy hiểm xuất hiện trong video cảnh báo người tham gia giao thông điều gì?,biển báo
train_1069,"Theo thông tin các biển báo giao thông trong video, người tham gia giao thông nên lưu ý những gì?",biển báo
train_1070,Xuất hiện biển báo nào sau đây trong video?,biển báo
train_1071,Giới hạn tốc độ trên đoạn đường trong video là bao nhiêu?,"biển báo, làn đường"
train_1072,Biển báo trong video thuộc nhóm biển báo nào?,biển báo
train_1073,Nội dung của hai biển báo trong video là gì?,biển báo
train_1074,Biển báo cấm trong video áp dụng cho loại phương tiện nào?,biển báo
train_1075,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_1076,Biển cấm nào xuất hiện trong video?,biển báo
train_1077,Biển báo nào xuất hiện nhiều nhất trong video?,biển báo
train_1078,Biển báo nào xuất hiện nhiều nhất trong video?,biển báo
train_1079,Biển báo tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_1080,Phương tiện nào bị cấm theo biển báo trong video?,biển báo
train_1081,Biển cấm đỗ xuất hiện bao nhiêu lần trong video?,biển báo
train_1082,Đi thẳng theo biển chỉ dẫn sẽ đến đâu?,biển báo
train_1083,Phương tiện được phép đi theo hướng nào trong video?,biển báo
train_1084,"Trong video, có bao nhiêu hướng đi được chỉ dẫn trên biển?",biển báo
train_1085,"Trong video, cầu Sài Gòn đi theo hướng nào?",biển báo
train_1086,Biển cấm nào xuất hiện đầu tiên trong video?,biển báo
train_1087,Cầu Sài Gòn đi theo hướng nào trong video?,biển báo
train_1088,"Trong video, làn đường xe đang chạy cấm bao nhiêu loại phương tiện?","biển báo, làn đường"
train_1089,Liệt kê các loại phương tiện bị cấm di chuyển ở làn đường xe đang chạy trong video?,"biển báo, làn đường"
train_1090,Nội dung của 2 biển báo áp dụng cho làn đường xe đang chạy trong video là gì?,"biển báo, làn đường"
train_1091,Có tất cả mấy nhóm biển báo khác nhau trong video?,biển báo
train_1092,Giới hạn chiều cao trong video là bao nhiêu?,biển báo
train_1093,Giới hạn tốc độ của xe khách theo biển báo trong video là bao nhiêu?,biển báo
train_1094,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1095,Đoạn đường trong video quy định chiều ngang xe không được vượt quá bao nhiêu?,"biển báo, làn đường"
train_1096,"Trong video, loại biển báo nào không xuất hiện?",biển báo
train_1097,"Trong video, 2 biển báo xuất hiện đầu tiên bên phải có ý nghĩa gì?",biển báo
train_1098,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1099,Phương tiện nào không có quy định trong bảng phân làn trong video?,"biển báo, làn đường"
train_1100,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1101,Biển tam giác bên phải là gì?,biển báo
train_1102,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1103,Trong video biển báo cấm quy định chiều ngang xe không được vượt quá bao nhiêu?,biển báo
train_1104,Những phương tiện nào quy định trong bảng chỉ dẫn?,biển báo
train_1105,Ngã tư Hàng Xanh còn cách khoảng cách bao nhiêu?,biển báo
train_1106,Biển tam giác xuất hiện trong video có ý nghĩa gì?,biển báo
train_1107,Có bao nhiêu biển báo cấm xuất hiện trong video?,biển báo
train_1108,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1109,Biển báo bên trái là gì?,biển báo
train_1110,Phương tiện nào không có quy định trong bảng phân làn trong video?,"biển báo, làn đường"
train_1111,Loại xe nào có quy định trong bảng phân chia làn?,"biển báo, làn đường"
train_1112,Hai biển báo bên phải là gì?,biển báo
train_1113,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1114,Biển tam giác bên phải là gì?,biển báo
train_1115,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1116,Những loại biển báo nào xuất hiện trong video?,biển báo
train_1117,Vạch gấp khúc vàng trong video có ý nghĩa gì?,làn đường
train_1118,Những biển báo nào xuất hiện trong video?,biển báo
train_1119,Hướng nào đi về cầu vượt Nguyễn Hữu Cảnh?,biển báo
train_1120,Giới hạn chiều cao tối đa theo biển báo trong video là bao nhiêu?,biển báo
train_1121,Xe hơi bị cấm làm gì theo biển báo trong video?,biển báo
train_1122,Đi thẳng sẽ đến đâu theo biển chỉ dẫn trong video?,biển báo
train_1123,Có bao nhiêu loại phương tiện xuất hiện trên biển báo trong video?,biển báo
train_1124,Biển báo nào xuất hiện cuối cùng trong video?,biển báo
train_1125,Có bao nhiêu biển báo xuất hiện trong video?,biển báo
train_1126,Biển tam giác bên phải là gì?,biển báo
train_1127,Có bao nhiêu phương tiện được hiển thị trên biển báo trong video?,biển báo
train_1128,Hướng ra đường Điện Biên Phủ trong video là đi theo hướng nào?,"biển báo, làn đường"
train_1129,Những loại biển báo cấm nào xuất hiện trong video?,biển báo
train_1130,Phương tiện nào không có quy định trong bảng phân làn trong video?,"biển báo, làn đường"
train_1131,Những biển giới hạn tốc độ nào xuất hiện trong video?,biển báo
train_1132,Có bao nhiêu biển báo cấm xuất hiện trong video?,biển báo
train_1133,Giới hạn chiều cao tối đa được phép theo biển báo trong video là bao nhiêu?,biển báo
train_1134,Đối tượng nào bị cấm theo biển báo trong video?,biển báo
train_1135,Phương tiện nào không có quy định trong bảng phân làn trong video?,"biển báo, làn đường"
train_1136,Những loại biển báo cấm nào xuất hiện trong video?,biển báo
train_1137,Có bao nhiêu biển hiệu lệnh xuất hiện trong video?,biển báo
train_1138,Biển báo hiệu lệnh nào xuất hiện trong video?,biển báo
train_1139,Có tất cả mấy nhóm biển báo khác nhau trong video?,biển báo
train_1140,Nội dung của 2 biển báo cấm đầu tiên là gì?,biển báo
train_1141,Có bao nhiêu loại vạch kẻ có chức năng phân làn?,làn đường
train_1142,Nội dung biển báo nguy hiểm trong video là gì?,biển báo
train_1143,Nội dung biển báo nguy hiểm và biển báo cấm là gì?,biển báo
train_1144,Có tất cả mấy nhóm biển báo khác nhau trong video?,biển báo
train_1145,Thời gian cấm xe hơi quay đầu trên đoạn đường trong video là mấy giờ?,"biển báo, làn đường"
train_1146,Nội dung 2 biển báo nguy hiểm là gì?,biển báo
train_1147,Có bao nhiêu nhóm biển báo khác nhau trong video?,biển báo
train_1148,Nội dung biển báo nguy hiểm và biển chỉ dẫn là gì?,biển báo
train_1149,Có bao nhiêu nhóm biển báo khác nhau có thể nhận diện trong video?,biển báo
train_1150,Nội dung 4 biển báo nguy hiểm là gì?,biển báo
train_1151,Nội dung hai biển báo nguy hiểm đầu tiên là gì?,biển báo
train_1152,Ý nghĩa biển báo cấm đầu tiên là gì?,biển báo
train_1153,Biển cấm đỗ trong khoảng thời gian nào trong video?,biển báo
train_1154,Biển tam giác vàng cảnh báo sẽ đến đường không bằng phẳng trong bao nhiêu mét trong video?,"biển báo, làn đường"
train_1155,Có bao nhiêu biển báo cấm xuất hiện trong video?,biển báo
train_1156,Biển báo xuất hiện đầu tiên trong video là gì?,biển báo
train_1157,Những biển cấm nào xuất hiện trong video?,biển báo
train_1158,2. Biển cấm dừng đỗ áp dụng trong khung giờ nào trong video?,biển báo
train_1159,Biển báo nào xuất hiện đầu tiên trong video?,biển báo
train_1160,Biển báo nào xuất hiện cuối cùng trong video?,biển báo
train_1161,Cụm biển báo cấm trong video có ý nghĩa gì?,biển báo
train_1162,Biển báo nào sau đây xuất hiện trong video?,biển báo
train_1163,Biển báo cấm nào xuất hiện trong video?,biển báo
train_1164,"Trong video, biển cấm dừng đỗ có hiệu lực trong khung giờ nào?",biển báo
train_1165,Có bao nhiêu biển báo nguy hiểm xuất hiện trong video?,biển báo
train_1166,Biển biển báo nguy hiểm xuất hiện cuối cùng trong video có ý nghĩa gì?,biển báo
train_1167,Nội dung 2 biển báo nguy hiểm trong video là gì?,biển báo
train_1168,"Trong video, biển báo nào sau đây xuất hiện trên dải phân cách?","biển báo, làn đường"
train_1169,"Trên tuyến đường phương tiện đang di chuyển trong video, cảnh báo người tham gia giao thông điều gì?","biển báo, làn đường"
train_1170,Biển báo nào sau đây xuất hiện trong video?,biển báo
train_1171,Thông tin đúng về đoạn đường mà phương tiện đang di chuyển vào?,"biển báo, làn đường"
train_1172,"Trong video, xe muốn đi đường Nguyễn Văn Linh thì sẽ đi hướng nào?","biển báo, làn đường"
train_1173,Nội dung biển báo trong video là gì?,biển báo
train_1174,Nội dung biển báo cấm bên trái màn hình là gì?,biển báo
train_1175,"Trong video, tốc độ tối đa xe con có thể chạy là bao nhiêu?",biển báo
train_1176,Nội dung hai biển báo cấm treo cùng nhau trong video là gì?,biển báo
train_1177,"Trong video này, biển báo ở phía bên phải có ý nghĩa gì?",biển báo
train_1178,"Trong video này, tốc độ tối thiểu và tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1179,"Trong video này, người lái xe (xe có camera hành trình) được phép di chuyển theo những hướng nào khi đèn tín hiệu chuyển sang màu xanh?","biển báo, đèn giao thông"
train_1180,"Trong video này, để đi đến đường cao tốc TP.HCM - Long Thành - Dầu Giây, người lái xe cần đi theo hướng nào?","biển báo, làn đường"
train_1181,"Trong video này, cụm biển báo bên phải đường có ý nghĩa gì?","biển báo, làn đường"
train_1182,"Trong video này, theo biển báo trên giá long môn, làn đường của xe có gắn camera hành trình được phép đi theo hướng nào?","biển báo, làn đường"
train_1183,"Trong video này, biển báo tốc độ tối đa cho phép là bao nhiêu?",biển báo
train_1184,"Trong video này, xe đang di chuyển dưới công trình giao thông nào?",biển báo
train_1185,"Trong video, biển chỉ dẫn màu xanh cho biết hướng đi đến địa điểm nào?",biển báo
train_1186,"Trong video này, tại thời điểm này, xe có camera hành trình được phép di chuyển theo hướng nào?",biển báo
train_1187,"Trong video này, vạch kẻ đường ở làn xe của tài xế cho phép di chuyển theo những hướng nào?","biển báo, làn đường"
train_1188,"Trong video này, theo vạch kẻ đường, làn đường mà xe đang di chuyển cho phép các phương tiện đi theo những hướng nào?","biển báo, làn đường"
train_1189,"Trong video, biển báo màu vàng có nội dung chính là gì?",biển báo
train_1190,"Trong video này, biển báo cho biết tốc độ giới hạn trên cao tốc này là bao nhiêu?",biển báo
train_1191,"Trong video, biển báo nguy hiểm cảnh báo người lái xe về điều gì sắp xảy ra phía trước?",biển báo
train_1192,"Trong video này, biển báo trên đường cao tốc quy định tốc độ như thế nào?","biển báo, làn đường"
train_1193,"Trong video này, chiều cao tối đa cho phép của phương tiện để đi qua gầm cầu là bao nhiêu?",Khác
train_1194,"Trong video này, để đi đến Phan Thiết, người lái xe cần đi theo hướng nào tại nút giao phía trước?",biển báo
train_1195,"Trong video này, các biển báo nào đã xuất hiện ở phía bên trái theo hướng di chuyển của xe?",biển báo
train_1196,"Trong video này, biển báo nguy hiểm cảnh báo điều gì sắp xảy ra?",biển báo
train_1197,"Trong video này, khi gặp đèn tín hiệu màu vàng nhấp nháy, người lái xe nên xử lý như thế nào?",đèn giao thông
train_1198,"Trong video này, người lái xe đã thấy những biển báo nào sau đây?",biển báo
train_1199,"Trong video này, tốc độ tối đa cho phép trên đoạn đường sắp tới là bao nhiêu?","biển báo, làn đường"
train_1200,"Trong video này, vạch kẻ đường dạng chữ viết trên mặt đường có ý nghĩa gì?",làn đường
train_1201,"Trong video này, biển báo chính màu vàng có nội dung gì?",biển báo
train_1202,"Trong video này, tốc độ tối đa và tối thiểu cho phép trên đoạn đường cao tốc là bao nhiêu?","biển báo, làn đường"
train_1203,"Trong video này, biển báo lớn màu vàng đầu tiên có nội dung cảnh báo về điều gì?",biển báo
train_1204,"Trong video này, biển báo chỉ dẫn cho biết sắp đến nút giao nào?",biển báo
train_1205,"Trong video, theo biển chỉ dẫn, để đi đến TT. Nhơn Trạch, người lái xe cần phải làm gì?",biển báo
train_1206,"Trong video, biển báo giao thông chính cảnh báo người lái xe về điều gì sắp xảy ra?",biển báo
train_1207,"Trong video này, lối ra sắp tới sẽ dẫn đến địa điểm nào?",biển báo
train_1208,"Trong video này, tốc độ tối đa cho phép trên đoạn đường là bao nhiêu?","biển báo, làn đường"
train_1209,"Trong video này, tốc độ tối đa cho phép mà biển báo quy định là bao nhiêu?",biển báo
train_1210,"Trong video này, biển báo nguy hiểm xuất hiện có ý nghĩa gì?",biển báo
train_1211,"Trong video này, các phương tiện tham gia giao thông trên đoạn đường này phải tuân thủ quy định tốc độ nào?","biển báo, làn đường"
train_1212,"Trong video này, tốc độ tối đa cho phép trên đoạn đường này là bao nhiêu?","biển báo, làn đường"
train_1213,"Trong video, biển báo có biểu tượng điện thoại dùng để làm gì?",biển báo
train_1214,"Trong video này, biển báo chỉ dẫn cho biết còn bao xa nữa thì đến lối ra Nút giao Vành đai 2?",biển báo
train_1215,"Trong video này, biển báo màu xanh ở phía bên trái đường có ý nghĩa gì?","biển báo, làn đường"
train_1216,"Trong video này, tín hiệu đèn giao thông cho hướng di chuyển của xe có camera đang là gì?","biển báo, đèn giao thông"
train_1217,"Trong video này, biển báo cấm nào xuất hiện ở phía bên trái đường?","biển báo, làn đường"
train_1218,"Trong video này, các biển báo ở phía bên trái cho biết thông tin gì về tốc độ trên tuyến đường chính?","biển báo, làn đường"
train_1219,"Trong video này, biển báo chỉ dẫn màu xanh có hình chữ P và mũi tên cong có ý nghĩa gì?",biển báo
train_1220,"Trong video này, các loại biển báo cấm nào đã xuất hiện?",biển báo
train_1221,"Trong video này, người lái xe có thể quan sát thấy cụm biển báo nào ở phía bên phải đường?","biển báo, làn đường"
train_1222,"Trong video này, theo biển báo hiệu lệnh trên giá long môn, các phương tiện được phép di chuyển theo những hướng nào?",biển báo
train_1223,"Trong video này, tốc độ tối đa cho phép trên làn đường ô tô đang di chuyển là bao nhiêu?","biển báo, làn đường"
train_1224,"Trong video này, các biển báo chỉ dẫn trên cao cho biết đi thẳng sẽ đến những địa điểm nào?",biển báo
train_1225,"Trong video này, đèn tín hiệu giao thông dành cho hướng di chuyển của xe có đặc điểm gì?","biển báo, đèn giao thông"
train_1226,"Trong video này, có biển báo giao thông nào đáng chú ý?",biển báo
train_1227,"Trong video này, người lái xe gặp biển báo nguy hiểm nào?",biển báo
train_1228,"Trong video này, biển báo giao thông nào đã xuất hiện?",biển báo
train_1229,"Trong video này, khi đến đoạn đường có dải phân cách, người lái xe phải tuân thủ quy tắc nào theo các biển báo?","biển báo, làn đường"
train_1230,"Trong video này, có biển báo nào liên quan đến việc đỗ xe ở bên lề đường phía tay phải không?","biển báo, làn đường"
train_1231,"Trong video này, vạch kẻ đường màu vàng nét liền ở giữa đường có ý nghĩa gì?",làn đường
train_1232,"Trong video này, những biển báo chính nào xuất hiện trên cùng một cột? Chọn đáp án đúng và đầy đủ nhất.",biển báo
train_1233,"Trong video này, những biển báo nào sau đây đã xuất hiện?",biển báo
train_1234,"Trong video này, tài xế xe có camera hành trình có được phép vượt xe phía trước không?",biển báo
train_1235,"Trong video này, người lái xe có thể quan sát thấy biển báo nào ở phía bên phải?",biển báo
